resource,score,nested_weight,non_nested_weight,tier,LikelyBreaking,provenance,product,is_iam,Representation,NullEmpty,Ordering,CustomizeDiff,NestedBlock,Required,Optional,Optional+Computed,Computed-only
google_gke_backup_backup_plan_iam_member,1.20,0.00,1.20,D,true,Generated,gkebackup,true,1,0,0,0,1,1,1,0,0
google_gke_backup_backup_plan_iam_policy,1.20,0.00,1.20,D,false,Generated,gkebackup,true,1,0,0,0,0,1,0,0,0
google_gke_backup_restore_channel,8.50,4.00,4.50,B,true,Generated,gkebackup,false,0,0,0,2,3,0,3,0,2
google_gke_backup_restore_plan,8.50,4.00,4.50,A,true,Generated,gkebackup,false,0,0,0,2,58,24,34,0,2
google_gke_backup_restore_plan_iam_binding,1.10,0.00,1.10,D,true,Generated,gkebackup,true,0,0,1,0,2,2,1,0,0
google_gke_backup_restore_plan_iam_member,1.20,0.00,1.20,D,true,Generated,gkebackup,true,1,0,0,0,1,1,1,0,0
google_gke_backup_restore_plan_iam_policy,1.20,0.00,1.20,D,false,Generated,gkebackup,true,1,0,0,0,0,1,0,0,0
google_gke_hub_feature,59.50,54.00,5.50,A,true,Generated,gkehub2,false,1,0,0,2,127,14,89,21,6
google_gke_hub_feature_iam_binding,1.10,0.00,1.10,D,true,Generated,gkehub2,true,0,0,1,0,2,2,1,0,0
google_gke_hub_feature_iam_member,1.20,0.00,1.20,D,true,Generated,gkehub2,true,1,0,0,0,1,1,1,0,0
google_gke_hub_feature_iam_policy,1.20,0.00,1.20,D,false,Generated,gkehub2,true,1,0,0,0,0,1,0,0,0
google_gke_hub_fleet,4.25,2.00,2.25,A,true,Generated,gkehub2,false,0,0,0,1,9,0,9,0,1
google_gke_hub_membership,12.10,4.00,8.10,A,true,Generated,gkehub,false,3,0,0,2,7,3,7,0,2
google_gke_hub_membership_binding,11.70,6.00,5.70,B,true,Generated,gkehub2,false,1,0,0,2,4,1,3,0,3
google_gke_hub_membership_iam_binding,1.10,0.00,1.10,D,true,Generated,gkehub,true,0,0,1,0,2,2,1,0,0
google_gke_hub_membership_iam_member,1.20,0.00,1.20,D,true,Generated,gkehub,true,1,0,0,0,1,1,1,0,0
google_gke_hub_membership_iam_policy,1.20,0.00,1.20,D,false,Generated,gkehub,true,1,0,0,0,0,1,0,0,0
google_gke_hub_membership_rbac_role_binding,4.25,2.00,2.25,C,true,Generated,gkehub2,false,0,0,0,1,2,1,1,0,1
google_gke_hub_namespace,11.70,6.00,5.70,B,true,Generated,gkehub2,false,1,0,0,2,5,1,4,0,3
google_gke_hub_scope,10.50,6.00,4.50,B,true,Generated,gkehub2,false,0,0,0,2,5,0,4,0,3
google_gke_hub_scope_iam_binding,1.10,0.00,1.10,D,true,Generated,gkehub2,true,0,0,1,0,2,2,1,0,0
google_gke_hub_scope_iam_member,1.20,0.00,1.20,D,true,Generated,gkehub2,true,1,0,0,0,1,1,1,0,0
google_gke_hub_scope_iam_policy,1.20,0.00,1.20,D,false,Generated,gkehub2,true,1,0,0,0,0,1,0,0,0
google_gke_hub_scope_rbac_role_binding,10.50,6.00,4.50,B,true,Generated,gkehub2,false,0,0,0,2,5,1,3,0,3
google_gkeonprem_bare_metal_admin_cluster,26.50,22.00,4.50,A,true,Generated,gkeonprem,false,0,0,0,2,76,27,40,0,11
google_gkeonprem_bare_metal_cluster,63.70,58.00,5.70,A,true,Generated,gkeonprem,false,1,0,0,2,169,49,94,18,11
google_gkeonprem_bare_metal_node_pool,21.70,16.00,5.70,A,true,Generated,gkeonprem,false,1,0,0,2,15,4,6,4,4
google_gkeonprem_vmware_admin_cluster,62.50,58.00,4.50,A,true,Generated,gkeonprem,false,0,0,0,2,78,15,36,10,19
google_gkeonprem_vmware_cluster,53.70,48.00,5.70,A,true,Generated,gkeonprem,false,1,0,0,2,78,20,37,11,13
google_gkeonprem_vmware_node_pool,17.70,12.00,5.70,A,true,Generated,gkeonprem,false,1,0,0,2,19,2,14,2,4
google_healthcare_consent_store,7.45,4.00,3.45,C,true,Generated,healthcare,false,1,0,0,1,3,1,2,0,2
google_healthcare_consent_store_iam_binding,1.10,0.00,1.10,D,true,Generated,healthcare,true,0,0,1,0,2,2,1,0,0
google_healthcare_consent_store_iam_member,1.20,0.00,1.20,D,true,Generated,healthcare,true,1,0,0,0,1,1,1,0,0
google_healthcare_consent_store_iam_policy,1.20,0.00,1.20,D,false,Generated,healthcare,true,1,0,0,0,0,1,0,0,0
google_healthcare_dataset,4.25,2.00,2.25,C,true,Generated,healthcare,false,0,0,0,1,1,0,1,1,0
google_healthcare_dataset_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,healthcare,true,0,0,1,0,2,2,1,0,0
google_healthcare_dataset_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,healthcare,true,1,0,0,0,1,1,1,0,0
google_healthcare_dataset_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,healthcare,true,1,0,0,0,0,1,0,0,0
google_healthcare_dicom_store,7.45,4.00,3.45,A,true,Generated,healthcare,false,1,0,0,1,7,3,4,0,2
google_healthcare_dicom_store_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,healthcare,true,0,0,1,0,2,2,1,0,0
google_healthcare_dicom_store_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,healthcare,true,1,0,0,0,1,1,1,0,0
google_healthcare_dicom_store_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,healthcare,true,1,0,0,0,0,1,0,0,0
google_healthcare_fhir_store,11.45,8.00,3.45,A,true,Generated,healthcare,false,1,0,0,1,27,6,19,0,4
google_healthcare_fhir_store_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,healthcare,true,0,0,1,0,2,2,1,0,0
google_healthcare_fhir_store_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,healthcare,true,1,0,0,0,1,1,1,0,0
google_healthcare_fhir_store_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,healthcare,true,1,0,0,0,0,1,0,0,0
google_healthcare_hl7_v2_store,11.45,6.00,5.45,B,true,Generated,healthcare,false,3,0,0,1,6,1,6,1,2
google_healthcare_hl7_v2_store_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,healthcare,true,0,0,1,0,2,2,1,0,0
google_healthcare_hl7_v2_store_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,healthcare,true,1,0,0,0,1,1,1,0,0
google_healthcare_hl7_v2_store_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,healthcare,true,1,0,0,0,0,1,0,0,0
google_healthcare_pipeline_job,6.25,4.00,2.25,A,true,Generated,healthcare,false,0,0,0,1,18,7,10,0,2
google_healthcare_workspace,7.45,4.00,3.45,C,true,Generated,healthcare,false,1,0,0,1,6,4,2,0,2
google_iam_access_boundary_policy,0.00,0.00,0.00,A,true,Generated,iam2,false,0,0,0,0,9,1,8,0,0
google_iam_deny_policy,0.00,0.00,0.00,A,true,Generated,iam2,false,0,0,0,0,18,1,17,0,0
google_iam_folders_policy_binding,4.25,2.00,2.25,C,true,Generated,iam3,false,0,0,0,1,4,1,3,0,1
google_iam_oauth_client,2.25,0.00,2.25,C,true,Generated,iamworkforcepool,false,0,0,0,1,3,3,1,0,0
google_iam_oauth_client_credential,2.25,0.00,2.25,C,false,Generated,iamworkforcepool,false,0,0,0,1,0,0,1,0,0
google_iam_organizations_policy_binding,4.25,2.00,2.25,C,true,Generated,iam3,false,0,0,0,1,4,1,3,0,1
google_iam_principal_access_boundary_policy,6.25,4.00,2.25,A,true,Generated,iam3,false,0,0,0,1,8,5,2,1,1
google_iam_projects_policy_binding,6.50,2.00,4.50,C,true,Generated,iam3,false,0,0,0,2,4,1,4,0,1
google_iam_workforce_pool,0.00,0.00,0.00,D,true,Generated,iamworkforcepool,false,0,0,0,0,3,0,3,0,0
google_iam_workforce_pool_iam_binding,1.10,0.00,1.10,D,true,Generated,iamworkforcepool,true,0,0,1,0,2,2,1,0,0
google_iam_workforce_pool_iam_member,1.20,0.00,1.20,D,true,Generated,iamworkforcepool,true,1,0,0,0,1,1,1,0,0
google_iam_workforce_pool_iam_policy,1.20,0.00,1.20,D,false,Generated,iamworkforcepool,true,1,0,0,0,0,1,0,0,0
google_iam_workforce_pool_provider,4.00,4.00,0.00,A,true,Generated,iamworkforcepool,false,0,0,0,0,29,4,23,2,0
google_iam_workforce_pool_provider_key,0.00,0.00,0.00,D,true,Generated,iamworkforcepool,false,0,0,0,0,1,1,0,0,0
google_iam_workforce_pool_provider_scim_tenant,0.00,0.00,0.00,D,false,Generated,iamworkforcepool,false,0,0,0,0,0,0,0,0,0
google_iam_workload_identity_pool,2.25,0.00,2.25,A,true,Generated,iambeta,false,0,0,0,1,9,5,5,0,0
google_iam_workload_identity_pool_iam_binding,1.10,0.00,1.10,D,true,Generated,iambeta,true,0,0,1,0,2,2,1,0,0
google_iam_workload_identity_pool_iam_member,1.20,0.00,1.20,D,true,Generated,iambeta,true,1,0,0,0,1,1,1,0,0
google_iam_workload_identity_pool_iam_policy,1.20,0.00,1.20,D,false,Generated,iambeta,true,1,0,0,0,0,1,0,0,0
google_iam_workload_identity_pool_managed_identity,2.25,0.00,2.25,C,true,Generated,iambeta,false,0,0,0,1,1,0,2,0,0
google_iam_workload_identity_pool_namespace,4.25,2.00,2.25,C,false,Generated,iambeta,false,0,0,0,1,1,0,1,0,1
google_iam_workload_identity_pool_provider,4.25,0.00,4.25,A,true,Generated,iambeta,false,2,0,0,1,15,5,13,0,0
google_iap_app_engine_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_app_engine_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_app_engine_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_app_engine_version_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_app_engine_version_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_app_engine_version_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_brand,2.25,0.00,2.25,C,false,Generated,iap,false,0,0,0,1,0,0,1,0,0
google_iap_client,0.00,0.00,0.00,D,false,Generated,iap,false,0,0,0,0,0,0,0,0,0
google_iap_settings,0.00,0.00,0.00,A,true,Generated,iap,false,0,0,0,0,40,0,40,0,0
google_iap_tunnel_dest_group,2.25,0.00,2.25,C,true,Generated,iap,false,0,0,0,1,2,0,3,0,0
google_iap_tunnel_dest_group_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_tunnel_dest_group_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_tunnel_dest_group_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_tunnel_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_tunnel_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_tunnel_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_tunnel_instance_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_tunnel_instance_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_tunnel_instance_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_backend_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_backend_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_backend_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_cloud_run_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_cloud_run_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_cloud_run_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_forwarding_rule_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_forwarding_rule_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_forwarding_rule_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_region_backend_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_region_backend_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_region_backend_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_region_forwarding_rule_service_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_region_forwarding_rule_service_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_region_forwarding_rule_service_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_type_app_engine_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_type_app_engine_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_type_app_engine_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_iap_web_type_compute_iam_binding,1.10,0.00,1.10,D,true,Generated,iap,true,0,0,1,0,2,2,1,0,0
google_iap_web_type_compute_iam_member,1.20,0.00,1.20,D,true,Generated,iap,true,1,0,0,0,1,1,1,0,0
google_iap_web_type_compute_iam_policy,1.20,0.00,1.20,D,false,Generated,iap,true,1,0,0,0,0,1,0,0,0
google_identity_platform_config,18.25,16.00,2.25,A,true,Generated,identityplatform,false,0,0,0,1,47,2,38,6,2
google_identity_platform_default_supported_idp_config,2.25,0.00,2.25,C,false,Generated,identityplatform,false,0,0,0,1,0,0,1,0,0
google_identity_platform_inbound_saml_config,6.25,4.00,2.25,C,true,Generated,identityplatform,false,0,0,0,1,6,4,1,0,2
google_identity_platform_oauth_idp_config,2.25,0.00,2.25,C,true,Generated,identityplatform,false,0,0,0,1,1,0,2,0,0
google_identity_platform_tenant,2.25,0.00,2.25,C,true,Generated,identityplatform,false,0,0,0,1,3,0,4,0,0
google_identity_platform_tenant_default_supported_idp_config,2.25,0.00,2.25,C,false,Generated,identityplatform,false,0,0,0,1,0,0,1,0,0
google_identity_platform_tenant_inbound_saml_config,6.25,4.00,2.25,C,true,Generated,identityplatform,false,0,0,0,1,6,4,1,0,2
google_identity_platform_tenant_oauth_idp_config,2.25,0.00,2.25,C,false,Generated,identityplatform,false,0,0,0,1,0,0,1,0,0
google_integration_connectors_connection,20.50,16.00,4.50,A,true,Generated,integrationconnectors,false,0,0,0,2,113,5,102,1,7
google_integration_connectors_endpoint_attachment,8.50,4.00,4.50,B,true,Generated,integrationconnectors,false,0,0,0,2,3,0,3,0,2
google_integration_connectors_managed_zone,8.50,4.00,4.50,B,true,Generated,integrationconnectors,false,0,0,0,2,3,0,3,0,2
google_integrations_auth_config,4.65,0.00,4.65,A,true,Generated,integrations,false,2,0,0,1,46,2,47,0,0
google_integrations_client,2.25,0.00,2.25,C,true,Generated,integrations,false,0,0,0,1,1,0,2,0,0
google_kms_autokey_config,1.20,0.00,1.20,D,false,Generated,kms,false,1,0,0,0,0,1,0,0,0
google_kms_crypto_key,13.45,10.00,3.45,A,true,Generated,kms,false,1,0,0,1,8,1,4,2,3
google_kms_crypto_key_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,kms,true,0,0,1,0,2,2,1,0,0
google_kms_crypto_key_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,kms,true,1,0,0,0,1,1,1,0,0
google_kms_crypto_key_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,kms,true,1,0,0,0,0,1,0,0,0
google_kms_crypto_key_version,2.00,2.00,0.00,A,true,Generated,kms,false,0,0,0,0,15,0,14,0,1
google_kms_ekm_connection,9.45,6.00,3.45,A,true,Generated,kms,false,1,0,0,1,6,4,1,3,0
google_kms_ekm_connection_iam_binding,1.10,0.00,1.10,D,true,Generated,kms,true,0,0,1,0,2,2,1,0,0
google_kms_ekm_connection_iam_member,1.20,0.00,1.20,D,true,Generated,kms,true,1,0,0,0,1,1,1,0,0
google_kms_ekm_connection_iam_policy,1.20,0.00,1.20,D,false,Generated,kms,true,1,0,0,0,0,1,0,0,0
google_kms_folder_kaj_policy_config,0.00,0.00,0.00,D,true,Generated,kms,false,0,0,0,0,3,0,3,0,0
google_kms_key_handle,2.25,0.00,2.25,C,false,Generated,kms,false,0,0,0,1,0,0,1,0,0
google_kms_key_ring,2.25,0.00,2.25,C,false,Generated,kms,false,0,0,0,1,0,0,1,0,0
google_kms_key_ring_iam_binding,1.10,0.00,1.10,D,true,HandwrittenIAM,kms,true,0,0,1,0,2,2,1,0,0
google_kms_key_ring_iam_member,1.20,0.00,1.20,D,true,HandwrittenIAM,kms,true,1,0,0,0,1,1,1,0,0
google_kms_key_ring_iam_policy,1.20,0.00,1.20,D,false,HandwrittenIAM,kms,true,1,0,0,0,0,1,0,0,0
google_kms_key_ring_import_job,5.20,4.00,1.20,C,false,Generated,kms,false,1,0,0,0,2,1,0,0,2
google_kms_organization_kaj_policy_config,0.00,0.00,0.00,D,true,Generated,kms,false,0,0,0,0,3,0,3,0,0
google_kms_project_kaj_policy_config,2.25,0.00,2.25,C,true,Generated,kms,false,0,0,0,1,3,0,4,0,0
google_kms_secret_ciphertext,0.00,0.00,0.00,D,false,Generated,kms,false,0,0,0,0,0,0,0,0,0
google_logging_billing_account_bucket_config,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_billing_account_exclusion,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_billing_account_sink,5.40,2.00,3.40,C,true,Handwritten,logging,false,3,0,0,0,2,2,2,1,0
google_logging_folder_bucket_config,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_folder_exclusion,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_folder_settings,0.00,0.00,0.00,D,false,Generated,logging,false,0,0,0,0,0,0,0,0,0
google_logging_folder_sink,5.40,2.00,3.40,C,true,Handwritten,logging,false,3,0,0,0,2,2,2,1,0
google_logging_linked_dataset,4.30,2.00,2.30,C,true,Generated,logging,false,2,0,0,0,1,1,0,2,0
google_logging_log_scope,2.30,0.00,2.30,C,true,Generated,logging,false,2,0,0,0,1,2,0,1,0
google_logging_log_view,3.50,0.00,3.50,C,false,Generated,logging,false,3,0,0,0,0,2,0,1,0
google_logging_log_view_iam_binding,1.10,0.00,1.10,D,true,Generated,logging,true,0,0,1,0,2,2,1,0,0
google_logging_log_view_iam_member,1.20,0.00,1.20,D,true,Generated,logging,true,1,0,0,0,1,1,1,0,0
google_logging_log_view_iam_policy,1.20,0.00,1.20,D,false,Generated,logging,true,1,0,0,0,0,1,0,0,0
google_logging_metric,4.25,2.00,2.25,A,true,Generated,logging,false,0,0,0,1,14,3,11,1,0
google_logging_organization_bucket_config,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_organization_exclusion,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_organization_settings,0.00,0.00,0.00,D,false,Generated,logging,false,0,0,0,0,0,0,0,0,0
google_logging_organization_sink,5.40,2.00,3.40,C,true,Handwritten,logging,false,3,0,0,0,2,2,2,1,0
google_logging_project_bucket_config,1.00,0.00,1.00,D,true,Handwritten,logging,false,1,0,0,0,2,0,3,0,0
google_logging_project_exclusion,0.00,0.00,0.00,D,false,Handwritten,logging,false,0,0,0,0,0,0,0,0,0
google_logging_project_sink,7.65,2.00,5.65,C,true,Handwritten,logging,false,3,0,0,1,2,2,3,1,0
google_looker_instance,4.25,2.00,2.25,A,true,Generated,looker,false,0,0,0,1,22,9,13,1,0
google_lustre_instance,8.50,4.00,4.50,B,true,Generated,lustre,false,0,0,0,2,3,0,3,0,2
google_managed_kafka_acl,2.25,0.00,2.25,C,true,Generated,managedkafka,false,0,0,0,1,1,1,1,0,0
google_managed_kafka_cluster,22.10,6.00,16.10,A,true,Generated,managedkafka,false,10,0,0,2,17,15,11,1,2
google_managed_kafka_connect_cluster,13.30,4.00,9.30,A,true,Generated,managedkafka,false,4,0,0,2,18,11,11,0,2
google_managed_kafka_connector,2.25,0.00,2.25,C,true,Generated,managedkafka,false,0,0,0,1,2,0,3,0,0
google_managed_kafka_topic,2.25,0.00,2.25,C,true,Generated,managedkafka,false,0,0,0,1,1,0,2,0,0
google_memcache_instance,15.70,10.00,5.70,A,true,Generated,memcache,false,0,0,1,2,17,6,8,2,4
google_memorystore_instance,72.70,66.00,6.70,A,true,Generated,memorystore,false,0,0,2,2,62,12,21,7,26
google_memorystore_instance_desired_user_created_endpoints,2.25,0.00,2.25,A,true,Generated,memorystore,false,0,0,0,1,6,0,7,0,0
google_migration_center_group,8.50,4.00,4.50,B,true,Generated,migrationcenter,false,0,0,0,2,3,0,3,0,2
google_migration_center_preference_set,2.25,0.00,2.25,A,true,Generated,migrationcenter,false,0,0,0,1,22,0,23,0,0
google_ml_engine_model,8.50,4.00,4.50,B,true,Generated,mlengine,false,0,0,0,2,5,0,5,0,2
google_model_armor_floorsetting,0.00,0.00,0.00,A,true,Generated,modelarmorglobal,false,0,0,0,0,23,4,19,0,0
google_model_armor_template,8.50,4.00,4.50,A,true,Generated,modelarmor,false,0,0,0,2,24,4,20,0,2
google_monitoring_alert_policy,16.25,2.00,14.25,A,true,Generated,monitoring,false,12,0,0,1,87,1,98,0,1
google_monitoring_custom_service,2.25,0.00,2.25,C,true,Generated,monitoring,false,0,0,0,1,2,0,3,0,0
google_monitoring_dashboard,4.65,0.00,4.65,C,false,Handwritten,monitoring,false,2,0,0,1,0,2,1,0,0
google_monitoring_group,3.25,0.00,3.25,C,false,Generated,monitoring,false,1,0,0,1,0,0,2,0,0
google_monitoring_metric_descriptor,4.25,2.00,2.25,C,true,Generated,monitoring,false,0,0,1,1,3,0,3,0,2
google_monitoring_monitored_project,2.40,0.00,2.40,C,false,Generated,monitoring,false,2,0,0,0,0,2,0,0,0
google_monitoring_notification_channel,4.50,0.00,4.50,C,true,Generated,monitoring,false,0,0,0,2,3,0,5,0,0
google_monitoring_service,4.25,2.00,2.25,C,true,Generated,monitoring,false,0,0,0,1,5,0,5,0,1
google_monitoring_slo,20.25,0.00,20.25,A,true,Generated,monitoring,false,0,0,18,1,72,14,77,0,0
google_monitoring_uptime_check_config,12.65,4.00,8.65,A,true,Generated,monitoring,false,6,0,0,1,26,6,25,2,0
google_netapp_active_directory,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,6,0,6,0,2
google_netapp_backup,10.50,4.00,6.50,B,true,Generated,netapp,false,2,0,0,2,3,0,5,0,2
google_netapp_backup_policy,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,3,0,3,0,2
google_netapp_backup_vault,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,4,0,4,0,2
google_netapp_host_group,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,4,1,3,0,2
google_netapp_kmsconfig,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,3,0,3,0,2
google_netapp_storage_pool,9.70,4.00,5.70,B,true,Generated,netapp,false,1,0,0,2,3,1,3,0,2
google_netapp_volume,18.70,12.00,6.70,A,true,Generated,netapp,false,2,0,0,2,37,3,30,5,3
google_netapp_volume_quota_rule,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,3,0,3,0,2
google_netapp_volume_replication,18.50,14.00,4.50,A,true,Generated,netapp,false,0,0,0,2,11,0,6,0,7
google_netapp_volume_snapshot,8.50,4.00,4.50,B,true,Generated,netapp,false,0,0,0,2,3,0,3,0,2
google_network_connectivity_group,10.90,4.00,6.90,B,true,Generated,networkconnectivity,false,2,0,0,2,6,4,4,0,2
google_network_connectivity_hub,11.60,6.00,5.60,B,true,Generated,networkconnectivity,false,1,0,0,2,4,0,3,1,3
google_network_connectivity_internal_range,11.70,6.00,5.70,A,true,Generated,networkconnectivityv1,false,1,0,0,2,9,1,8,0,3
google_network_connectivity_policy_based_route,14.50,10.00,4.50,A,true,Generated,networkconnectivity,false,0,0,0,2,11,3,5,0,5
google_network_connectivity_regional_endpoint,8.50,4.00,4.50,B,true,Generated,networkconnectivity,false,0,0,0,2,3,0,3,0,2
google_network_connectivity_service_connection_policy,16.50,12.00,4.50,A,true,Generated,networkconnectivityv1,false,0,0,0,2,19,2,13,0,6
google_network_connectivity_spoke,26.40,10.00,16.40,A,true,Generated,networkconnectivity,false,10,0,0,2,34,17,23,1,5
google_network_management_connectivity_test,8.50,4.00,4.50,A,true,Generated,networkmanagement,false,0,0,0,2,12,2,10,0,2
google_network_management_organization_vpc_flow_logs_config,6.25,4.00,2.25,C,true,Generated,networkmanagement,false,0,0,0,1,4,0,3,0,2
google_network_management_vpc_flow_logs_config,8.50,4.00,4.50,B,true,Generated,networkmanagement,false,0,0,0,2,4,0,4,0,2
google_network_security_address_group,8.25,6.00,2.25,C,true,Generated,networksecurity,false,0,0,0,1,5,0,3,1,2
google_network_security_address_group_iam_binding,1.10,0.00,1.10,D,true,Generated,networksecurity,true,0,0,1,0,2,2,1,0,0
google_network_security_address_group_iam_member,1.20,0.00,1.20,D,true,Generated,networksecurity,true,1,0,0,0,1,1,1,0,0
google_network_security_address_group_iam_policy,1.20,0.00,1.20,D,false,Generated,networksecurity,true,1,0,0,0,0,1,0,0,0
google_network_security_authorization_policy,8.50,4.00,4.50,A,true,Generated,networksecurity,false,0,0,0,2,26,9,17,0,2
google_network_security_authz_policy,14.10,4.00,10.10,A,true,Generated,networksecurity,false,5,0,0,2,151,7,149,0,2
google_network_security_backend_authentication_config,10.50,4.00,6.50,B,true,Generated,networksecurity,false,2,0,0,2,3,0,5,0,2
google_network_security_client_tls_policy,8.50,4.00,4.50,A,true,Generated,networksecurity,false,0,0,0,2,13,0,13,0,2
google_network_security_dns_threat_detector,8.50,4.00,4.50,B,true,Generated,networksecurity,false,0,0,0,2,4,0,4,0,2
google_network_security_firewall_endpoint,8.25,6.00,2.25,C,true,Generated,networksecurity,false,0,0,0,1,4,0,2,0,3
google_network_security_firewall_endpoint_association,6.25,4.00,2.25,C,true,Generated,networksecurity,false,0,0,0,1,3,0,2,0,2
google_network_security_gateway_security_policy,2.25,0.00,2.25,C,false,Generated,networksecurity,false,0,0,0,1,0,0,1,0,0
